"Time (UTC)","Google (Search)","Telescope (# Unique Source IPs)","BGP (#Visible /24s)","Active Probing (#/24s Up)"
"2022-09-01 03:30:00",25.697754873907215,73.16999395039323,99.33622951904205,93.3155441464568
"2022-09-01 03:45:00",,78.28191167574107,99.3450503892209,92.93386475714382
"2022-09-01 04:00:00",33.760421689392956,76.70901391409558,99.3450503892209,93.49456191312572
"2022-09-01 04:15:00",,71.9600725952813,99.3450503892209,94.23765452948727
"2022-09-01 04:30:00",42.32605163085592,72.83726557773744,99.3450503892209,94.5652908194285
"2022-09-01 04:45:00",,65.66848154869933,99.3450503892209,94.94697020874148
"2022-09-01 05:00:00",51.830948225243176,66.66666666666666,99.3450503892209,95.26785111126122
"2022-09-01 05:15:00",,65.81972171808832,99.3450503892209,95.51442275214484
"2022-09-01 05:30:00",59.995405654871604,63.91409558378706,99.33769966407185,95.67992974397082
"2022-09-01 05:45:00",,65.66848154869933,99.3450503892209,96.12240762007701
"2022-09-01 06:00:00",66.39169394602223,61.554748941318806,99.3450503892209,96.59190704586908
"2022-09-01 06:15:00",,58.46944948578343,99.3450503892209,96.9195433358103
"2022-09-01 06:30:00",70.2878441402657,61.373260738052025,99.3450503892209,97.0850503276363
"2022-09-01 06:45:00",,59.80036297640654,99.3450503892209,97.31135580625548
"2022-09-01 07:00:00",72.98381522357845,58.65093768905022,99.3450503892209,97.81800986286564
"2022-09-01 07:15:00",,60.254083484573506,99.3450503892209,98.04769303519556
"2022-09-01 07:30:00",75.89630346596437,61.312764670296424,99.3450503892209,97.88894143079105
"2022-09-01 07:45:00",,56.95704779189352,99.3450503892209,98.31115314463284
"2022-09-01 08:00:00",77.09134742110955,55.95886267392619,99.3450503892209,98.27062082010404
"2022-09-01 08:15:00",,52.66182698124622,99.33696459155696,98.2571100452611
"2022-09-01 08:30:00",78.40090518049333,51.4519056261343,99.33402430149735,98.44288319935148
"2022-09-01 08:45:00",,48.457350272232304,99.33402430149735,98.14226845909613
"2022-09-01 09:00:00",76.20670153484147,46.67271627344222,99.33402430149735,98.4834155238803
"2022-09-01 09:15:00",,44.918330308529946,99.33402430149735,98.601634803756
"2022-09-01 09:30:00",75.45590796555588,39.56442831215971,99.33402430149735,98.57461325407012
"2022-09-01 09:45:00",,41.74228675136116,99.33402430149735,98.81780720124299
"2022-09-01 10:00:00",76.3501885249155,38.02177858439201,99.33402430149735,98.58474633520233
"2022-09-01 10:15:00",,38.74773139745917,99.33402430149735,98.68269945281362
"2022-09-01 10:30:00",76.66623563916302,34.30127041742286,99.33402430149735,98.601634803756
"2022-09-01 10:45:00",,34.966727162734415,99.33402430149735,98.60839019117746
"2022-09-01 11:00:00",74.16419189400958,38.83847549909255,99.33402430149735,98.68945484023509
"2022-09-01 11:15:00",,37.38656987295826,98.69892164862064,97.06816185908261
"2022-09-01 11:30:00",69.45997969444966,36.8118572292801,97.4257760528076,96.15280686347361
"2022-09-01 11:45:00",,39.95765275257108,97.6073389639888,95.75761669931771
"2022-09-01 12:00:00",63.93362516100491,37.50756200846945,98.57175410354232,96.73039248800919
"2022-09-01 12:15:00",,37.537810042347246,99.31785270616946,97.23704654461933
"2022-09-01 12:30:00",59.18815743314339,36.60012099213551,99.3252034313185,97.50726204147809
"2022-09-01 12:45:00",,38.80822746521476,99.3266735763483,97.53428359116396
"2022-09-01 13:00:00",54.331381061264175,35.57168784029038,99.32740864886321,97.68965750185772
"2022-09-01 13:15:00",,36.50937689050212,99.12305848972002,96.89927717354591
"2022-09-01 13:30:00",50.45787064976375,37.810042347247425,99.32740864886321,97.63223670877524
"2022-09-01 13:45:00",,37.93103448275862,99.31564748862475,97.43970816726339
"2022-09-01 14:00:00",47.234539652385216,37.114337568058076,99.31564748862475,97.91596298047693
"2022-09-01 14:15:00",,35.60193587416818,99.31858777868436,97.9125852867662
"2022-09-01 14:30:00",45.521324466049336,34.48275862068965,99.31858777868436,98.07809227859218
"2022-09-01 14:45:00",,35.541439806412576,99.31858777868436,98.0612038100385
"2022-09-01 15:00:00",44.38308118069354,34.30127041742286,99.31638256113966,97.96662838613794
"2022-09-01 15:15:00",,34.11978221415608,99.31638256113966,97.87880834965885
"2022-09-01 15:30:00",45.6395086131541,35.45069570477919,99.31638256113966,97.72681213267582
"2022-09-01 15:45:00",,33.8173018753781,99.31564748862475,97.66263595217185
"2022-09-01 16:00:00",48.34746600802109,32.45614035087719,99.31711763365456,97.72681213267582
"2022-09-01 16:15:00",,33.66606170598911,99.31858777868436,97.54779436600688
"2022-09-01 16:30:00",52.232394991964625,34.875983061101024,99.31858777868436,97.3214888873877
"2022-09-01 16:45:00",,33.48457350272232,99.31858777868436,97.27757886914814
"2022-09-01 17:00:00",55.0603691279247,33.03085299455535,99.31858777868436,97.53090589745322
"2022-09-01 17:15:00",,33.15184513006654,99.31858777868436,97.37215429304871
"2022-09-01 17:30:00",58.27468189826243,34.63399879007864,99.31858777868436,97.56806052827129
